"year","country1","country2","border","comlang","Currency_union","island","landl","log_dist","log_RGDP","log_RGDP_percap","regional_trade_agreement","total_exports","primary_exports","manfactured_exports","total_imports","primary_imports","manfactured_imports","exp_index","imp_index","trans_terrorism_cj"
"2001","United States","Burundi","0","0","0","0","1","9.027633","51.77166","16.53583","0","5298.886","2712.639","1657.709","3085.605","2747.897","106.402","93.2451","93.6377","1.0"
"2002","United States","Burundi","0","0","0","0","1","9.027633","51.85247","16.5731","0","1713.981","63.319","1228.927","789.925","777.714","8.788","88.6414","95.3093","0.0"
"2003","United States","Burundi","0","0","0","0","1","9.027633","51.86644","16.54251","0","2966.057","1681.546","656.373","6538.516","6511.012","2.851","92.6914","103.474","0.0"
"2004","United States","Burundi","0","0","0","0","1","9.027633","51.94432","16.57134","0","17363.72","9583.893","7409.777","3298.165","245.17","25.751","104.215","121.153","0.0"
"2005","United States","Burundi","0","0","0","0","1","9.027633","51.99738","16.57735","0","7498.808","3853.612","3272.229","4807.559","4730.479","22.019","115.24","137.593","0.0"
"2006","United States","Burundi","0","0","0","0","1","9.027633","52.06836","16.60237","0","6523.474","3951.305","2303.925","2003.961","1932.352","62.022","131.212","152.313","0.0"
"2007","United States","Burundi","0","0","0","0","1","9.027633","52.16912","16.65625","0","6930.327","4385.143","1251.64","1180.356","1158.135","10.724","146.844","160.439","0.0"
"2008","United States","Burundi","0","0","0","0","1","9.027633","52.21196","16.6501","0","7278.372","5064.206","2000.155","2998.07","2975.827","4.232","164.652","172.277","1.0"
"2009","United States","Burundi","0","0","0","0","1","9.027633","52.19855","16.58817","0","8697.102","5944.802","1775.491","4235.967","4213.297","2.642","135.058","127.475","0.0"
"2011","United States","Burundi","0","0","0","0","1","9.027633","52.327","16.63912","0","32788.844","10803.675","19921.438","9815.249","9782.561","0.558","189.315","179.933","0.0"
"2012","United States","Burundi","0","0","0","0","1","9.027633","52.39382","16.66671","0","20001.443","7299.372","12115.984","4976.157","4902.622","50.046","197.682","185.463","0.0"
"1995","United States","Cameroon","0","1","0","0","0","8.849217","53.52284","17.69698","0","45694.27","8408.781","35801.656","52705.48","47683.03","4888.91","74.7832","61.2127","0.0"
"1996","United States","Cameroon","0","1","0","0","0","8.849217","53.62865","17.76635","0","70600.97","11138.923","58364.406","70575.82","63376.46","6778.184","79.941","65.2763","0.0"
"1997","United States","Cameroon","0","1","0","0","0","8.849217","53.72803","17.82927","0","122044.34","17302.873","102574.49","63694.54","53712.13","9700.582","88.1399","71.3905","0.0"
"1998","United States","Cameroon","0","1","0","0","0","8.849217","53.82071","17.88619","0","75174.17","16753.172","57187.414","59750.97","47550.137","10583.055","87.2391","74.9903","0.0"
"1999","United States","Cameroon","0","1","0","0","0","8.849217","53.9104","17.94074","0","37044.133","16463.541","19315.258","83798.18","73506.984","9494.459","88.9859","84.1293","1.0"
"2000","United States","Cameroon","0","1","0","0","0","8.849217","53.99264","17.98844","0","59170.016","11862.854","44736.977","165791.38","158051.2","6785.017","100.0","100.0","0.0"
"2001","United States","Cameroon","0","1","0","0","0","8.849217","54.03887","18.00098","0","184203.23","7707.317","175449.55","111528.445","104745.336","5199.709","93.2451","93.6377","0.0"
"2002","United States","Cameroon","0","1","0","0","0","8.849217","54.09711","18.02533","0","155808.2","11820.995","142253.81","183505.3","175379.11","6722.727","88.6414","95.3093","0.0"
"2003","United States","Cameroon","0","1","0","0","0","8.849217","54.16367","18.05894","0","90756.445","14476.465","71962.555","225910.62","211091.19","9311.808","92.6914","103.474","0.0"
"2004","United States","Cameroon","0","1","0","0","0","8.849217","54.23373","18.09668","0","99559.016","19890.795","75909.85","335298.75","317131.78","7620.427","104.215","121.153","0.0"
"2005","United States","Cameroon","0","1","0","0","0","8.849217","54.28905","18.12003","0","117057.34","12948.109","102064.336","170972.14","161170.64","8881.064","115.24","137.593","0.0"
"2006","United States","Cameroon","0","1","0","0","0","8.849217","54.34809","18.14681","0","120065.63","10468.843","106797.9","292225.62","276522.62","14027.016","131.212","152.313","0.0"
"2007","United States","Cameroon","0","1","0","0","0","8.849217","54.39966","18.16588","0","132920.22","9853.338","120614.18","314736.4","291287.78","21266.232","146.844","160.439","0.0"
"2008","United States","Cameroon","0","1","0","0","0","8.849217","54.3992","18.1339","0","125049.47","14389.258","108855.664","641908.7","623165.6","16636.816","164.652","172.277","0.0"
"2009","United States","Cameroon","0","1","0","0","0","8.849217","54.36729","18.07133","0","153641.77","23161.486","125402.125","267655.47","253572.05","12194.74","135.058","127.475","0.0"
"2010","United States","Cameroon","0","1","0","0","0","8.849217","54.42463","18.09648","0","132359.73","27948.97","100888.19","311752.47","301608.78","8921.081","163.508","156.371","2.0"
"2011","United States","Cameroon","0","1","0","0","0","8.849217","54.50853","18.14205","0","220830.94","26718.799","158078.27","342931.44","333437.0","8114.28","189.315","179.933","0.0"
"2012","United States","Cameroon","0","1","0","0","0","8.849217","54.58091","18.18174","0","249153.64","19027.379","226738.12","320329.62","307670.97","10383.874","197.682","185.463","0.0"
"1995","United States","Central African Republic","0","0","0","0","1","8.906817","51.3024","16.82147","0","6132.602","457.328","4980.383","456.795","276.508","76.998","74.7832","61.2127","0.0"
"1996","United States","Central African Republic","0","0","0","0","1","8.906817","51.28402","16.7699","0","3804.379","623.134","2902.843","321.476","176.037","87.986","79.941","65.2763","0.0"
"1997","United States","Central African Republic","0","0","0","0","1","8.906817","51.39626","16.84674","0","3624.11","1041.281","2137.736","1379.009","1200.389","145.962","88.1399","71.3905","0.0"
"1998","United States","Central African Republic","0","0","0","0","1","8.906817","51.46723","16.88187","0","4470.904","685.556","3447.856","2835.234","2481.76","72.886","87.2391","74.9903","0.0"
"1999","United States","Central African Republic","0","0","0","0","1","8.906817","51.58635","16.96576","0","3726.746","462.98","2730.175","2935.341","2597.423","134.26","88.9859","84.1293","0.0"
"2000","United States","Central African Republic","0","0","0","0","1","8.906817","51.64988","16.9951","0","1768.858","58.88","1443.123","3025.966","1976.87","161.053","100.0","100.0","0.0"
"2001","United States","Central African Republic","0","0","0","0","1","8.906817","51.65781","16.97433","0","3768.103","496.817","2848.566","2390.776","596.339","357.699","93.2451","93.6377","0.0"
"2002","United States","Central African Republic","0","0","0","0","1","8.906817","51.66837","16.95717","0","6371.301","2024.698","3752.119","2022.356","552.62","358.393","88.6414","95.3093","0.0"
"2003","United States","Central African Republic","0","0","0","0","1","8.906817","51.61668","16.87602","0","7422.47","2405.151","3980.722","1983.181","81.503","839.537","92.6914","103.474","0.0"
"2004","United States","Central African Republic","0","0","0","0","1","8.906817","51.67979","16.91245","0","30011.885","4081.676","17311.975","8878.77","699.522","1050.013","104.215","121.153","0.0"
"2005","United States","Central African Republic","0","0","0","0","1","8.906817","51.72779","16.93408","0","14717.003","590.806","12334.996","5749.907","790.993","197.771","115.24","137.593","0.0"
"2006","United States","Central African Republic","0","0","0","0","1","8.906817","51.74369","16.92092","0","25088.871","7018.84","15906.446","4372.967","769.185","350.495","131.212","152.313","0.0"
"2007","United States","Central African Republic","0","0","0","0","1","8.906817","51.80429","16.95048","0","19747.922","7297.903","10414.007","3027.263","1054.453","316.099","146.844","160.439","1.0"
"2008","United States","Central African Republic","0","0","0","0","1","8.906817","51.8334","16.94912","0","23302.775","3149.996","17815.086","9104.407","2059.402","782.416","164.652","172.277","0.0"
"2009","United States","Central African Republic","0","0","0","0","1","8.906817","51.77602","16.86169","0","31485.494","4353.001","23752.951","3475.778","784.77","230.207","135.058","127.475","1.0"
"2010","United States","Central African Republic","0","0","0","0","1","8.906817","51.95452","17.00824","0","10339.636","773.413","8389.694","5822.094","1951.367","367.75","163.508","156.371","0.0"
"2011","United States","Central African Republic","0","0","0","0","1","8.906817","52.01078","17.04371","0","12407.046","2011.095","8877.252","6143.161","2401.119","493.401","189.315","179.933","0.0"
"2012","United States","Central African Republic","0","0","0","0","1","8.906817","52.07838","17.08412","0","8522.89","1285.448","5778.921","4179.504","1989.081","533.29","197.682","185.463","1.0"
"1995","United States","Chad","0","0","0","0","1","8.839671","52.21406","17.08604","0","10781.761","901.914","9553.038","3404.486","3273.206","10.105","74.7832","61.2127","1.0"
"1996","United States","Chad","0","0","0","0","1","8.839671","52.19957","17.0192","0","3369.287","1992.098","1103.909","7460.873","5365.031","167.354","79.941","65.2763","1.0"
"1997","United States","Chad","0","0","0","0","1","8.839671","52.31159","17.08978","0","3098.0","2039.706","915.535","3111.715","3084.837","19.281","88.1399","71.3905","0.0"
"1998","United States","Chad","0","0","0","0","1","8.839671","52.43083","17.16779","0","3464.377","501.261","2697.937","7916.984","7791.695","59.691","87.2391","74.9903","0.0"
"1999","United States","Chad","0","0","0","0","1","8.839671","52.47714","17.17241","0","2686.738","1226.09","1325.602","7403.896","7122.498","254.361","88.9859","84.1293","0.0"
"2000","United States","Chad","0","0","0","0","1","8.839671","52.5214","17.17561","0","10819.164","2687.561","7794.266","5239.78","5080.374","135.144","100.0","100.0","0.0"
"2001","United States","Chad","0","0","0","0","1","8.839671","52.61666","17.23125","0","137043.45","4982.696","128485.664","6180.741","6055.838","95.869","93.2451","93.6377","0.0"
"2002","United States","Chad","0","0","0","0","1","8.839671","52.73139","17.30556","0","127340.13","3397.883","120135.7","6327.473","5874.628","91.052","88.6414","95.3093","0.0"
"2003","United States","Chad","0","0","0","0","1","8.839671","52.89177","17.42117","0","64374.426","1410.642","61077.79","24664.23","24044.197","196.169","92.6914","103.474","0.0"
"2004","United States","Chad","0","0","0","0","1","8.839671","53.27994","17.76057","0","40422.414","4840.793","34348.625","827817.9","824874.2","59.917","104.215","121.153","0.0"
"2005","United States","Chad","0","0","0","0","1","8.839671","53.38499","17.82366","0","53752.156","6856.686","45497.254","1580091.5","1574967.4","56.207","115.24","137.593","0.0"
"2006","United States","Chad","0","0","0","0","1","8.839671","53.4118","17.81485","0","60253.87","11128.365","47070.59","2021271.1","2012915.1","1173.217","131.212","152.313","3.0"
"2007","United States","Chad","0","0","0","0","1","8.839671","53.41222","17.78108","0","71107.49","12447.355","56062.055","2239869.2","2233277.5","58.495","146.844","160.439","3.0"
"2008","United States","Chad","0","0","0","0","1","8.839671","53.3995","17.73656","0","62515.46","11006.064","49807.445","3470795.0","3456473.0","924.883","164.652","172.277","1.0"
"2009","United States","Chad","0","0","0","0","1","8.839671","53.46416","17.77129","0","62698.758","4361.496","55054.586","2059913.5","2048437.5","3545.891","135.058","127.475","3.0"
"2010","United States","Chad","0","0","0","0","1","8.839671","53.54745","17.8236","0","88174.57","9289.781","72347.33","2109848.2","2103569.0","4731.693","163.508","156.371","0.0"
"2011","United States","Chad","0","0","0","0","1","8.839671","53.61551","17.83758","0","35247.48","19496.97","14160.992","3248084.5","3246661.0","928.667","189.315","179.933","0.0"
"2012","United States","Chad","0","0","0","0","1","8.839671","53.72802","17.91274","0","36076.348","12557.538","20909.451","2714442.8","2714135.8","211.307","197.682","185.463","0.0"
"1995","United States","Comoros","0","0","0","1","0","9.153569","50.00669","17.49028","0","678.747","554.678","112.911","2242.39","1836.195","399.629","74.7832","61.2127","0.0"
"1998","United States","Comoros","0","0","0","1","0","9.153569","50.11366","17.47077","0","612.715","230.664","372.656","846.68","727.472","117.074","87.2391","74.9903","0.0"
"1999","United States","Comoros","0","0","0","1","0","9.153569","50.16534","17.48054","0","243.432","103.641","127.573","1789.31","1705.636","79.262","88.9859","84.1293","0.0"
"2001","United States","Comoros","0","0","0","1","0","9.153569","50.23909","17.47204","0","1371.714","28.104","1314.53","10714.973","10510.108","178.108","93.2451","93.6377","0.0"
"2002","United States","Comoros","0","0","0","1","0","9.153569","50.30866","17.50203","0","143.891","54.445","80.275","5417.726","5309.463","79.27","88.6414","95.3093","0.0"
"2003","United States","Comoros","0","0","0","1","0","9.153569","50.33596","17.49079","0","568.44","46.782","512.311","4110.023","3988.962","109.239","92.6914","103.474","0.0"
"2004","United States","Comoros","0","0","0","1","0","9.153569","50.36073","17.47669","0","744.813","18.434","714.889","16599.201","16392.684","156.668","104.215","121.153","0.0"
"2005","United States","Comoros","0","0","0","1","0","9.153569","50.42505","17.50254","0","295.219","114.107","125.201","1489.319","1408.585","42.904","115.24","137.593","0.0"
"2006","United States","Comoros","0","0","0","1","0","9.153569","50.46681","17.50578","0","108.899","41.882","56.48","1601.01","1467.791","129.208","131.212","152.313","0.0"
"2007","United States","Comoros","0","0","0","1","0","9.153569","50.49298","17.49343","0","367.032","29.269","324.646","562.297","161.285","397.477","146.844","160.439","0.0"
"2008","United States","Comoros","0","0","0","1","0","9.153569","50.4711","17.4341","0","424.345","36.259","362.63","971.234","872.359","96.565","164.652","172.277","0.0"
"2009","United States","Comoros","0","0","0","1","0","9.153569","50.42845","17.355","0","1931.394","57.722","1825.589","1143.331","1072.942","68.173","135.058","127.475","0.0"
"2010","United States","Comoros","0","0","0","1","0","9.153569","50.49411","17.38272","0","1259.238","884.015","297.254","1755.335","1681.965","66.945","163.508","156.371","0.0"
"2011","United States","Comoros","0","0","0","1","0","9.153569","50.54789","17.41078","0","1095.278","590.237","374.199","1825.061","1820.67","2.651","189.315","179.933","0.0"
"2012","United States","Comoros","0","0","0","1","0","9.153569","50.60448","17.43566","0","954.373","629.068","292.5","2035.224","1972.124","60.39","197.682","185.463","0.0"
"1995","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.27676","18.08664","0","54652.434","6502.775","46315.027","223514.55","203787.48","3220.256","74.7832","61.2127","0.0"
"1996","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.39046","18.1585","0","62362.723","7701.36","52763.21","336929.56","312399.5","5008.788","79.941","65.2763","0.0"
"1997","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.47023","18.20053","0","75298.96","10418.077","62236.61","501770.9","482930.72","4273.489","88.1399","71.3905","2.0"
"1998","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.58582","18.27713","0","92020.016","15359.298","73838.93","336456.2","324213.62","8440.932","87.2391","74.9903","0.0"
"1999","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.61958","18.26786","0","47046.31","13534.581","29900.043","441127.28","426791.84","6836.789","88.9859","84.1293","0.0"
"2000","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.71663","18.31042","0","82149.875","21670.63","57777.55","543617.94","520551.47","4626.806","100.0","100.0","0.0"
"2001","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.72107","18.26171","0","90268.836","16631.736","71013.01","527449.3","513971.66","2067.181","93.2451","93.6377","1.0"
"2002","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.76152","18.26513","0","52370.617","6557.545","43287.84","210536.86","192683.6","1241.904","88.6414","95.3093","1.0"
"2003","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.76873","18.23874","0","78808.08","17442.186","58826.71","457189.3","442472.34","2291.285","92.6914","103.474","0.0"
"2004","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.82355","18.25837","0","64832.78","12404.406","46673.5","898568.6","885341.5","2149.132","104.215","121.153","0.0"
"2005","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.94807","18.34548","0","103776.086","15095.345","85046.33","1696531.8","1687625.5","5392.937","115.24","137.593","0.0"
"2006","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","53.02157","18.38204","0","138004.89","29373.012","102182.0","3184528.2","3173289.0","7274.388","131.212","152.313","1.0"
"2007","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","52.95379","18.27812","0","140023.81","29755.059","105465.98","3182283.8","3173784.2","4857.423","146.844","160.439","0.0"
"2008","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","53.01302","18.30147","0","184600.9","29980.646","148132.38","5199076.5","5181504.5","9247.379","164.652","172.277","0.0"
"2009","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","53.01927","18.27189","0","277074.12","26623.254","239258.45","3188684.2","3179508.0","3495.638","135.058","127.475","0.0"
"2010","United States","""Congo, Republic of""","0","0","0","0","0","8.914495","53.13617","18.35054","0","254537.69","49647.613","192942.4","3391745.5","3378552.8","9088.039","163.508","156.371","0.0"
"2011","United States","""Congo, Rep.""","0","0","0","0","0","8.914495","53.21425","18.39069","0","226828.73","62176.03","156081.8","2458596.8","2450282.2","3453.658","189.315","179.933","0.0"
"2012","United States","""Congo, Rep.""","0","0","0","0","0","8.914495","53.27895","18.42198","0","236957.14","62862.098","161989.31","1514849.8","1496143.9","15218.156","197.682","185.463","0.0"
"1995","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.09309","16.03368","0","77062.29","43516.277","30537.074","273437.7","187966.0","2678.718","74.7832","61.2127","0.0"
"1996","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.09557","16.00376","0","73269.984","34321.484","35399.492","259697.22","169300.83","3292.183","79.941","65.2763","9.0"
"1997","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.08973","15.97333","0","37913.84","20438.365","15783.613","294884.44","196455.89","7576.185","88.1399","71.3905","3.0"
"1998","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.09968","15.94988","0","34035.543","12112.66","20693.979","180487.47","106286.46","1096.851","87.2391","74.9903","0.0"
"1999","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.07679","15.88475","0","21086.748","4438.506","15822.74","237679.1","161336.66","986.547","88.9859","84.1293","0.0"
"2000","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.01346","15.78015","0","9997.452","3965.933","5592.722","224733.31","206369.08","1661.745","100.0","100.0","0.0"
"2001","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.09014","15.81629","0","18674.8","7927.972","9929.338","166857.55","146046.12","2936.525","93.2451","93.6377","1.0"
"2002","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.21145","15.89814","0","28126.965","8472.841","13086.824","209371.36","179049.19","3956.344","88.6414","95.3093","1.0"
"2003","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.16048","15.81009","0","30607.309","12951.143","15764.209","183332.61","146530.6","5482.742","92.6914","103.474","1.0"
"2004","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.29897","15.91106","0","66860.79","33137.94","30156.605","131964.97","110194.266","4244.952","104.215","121.153","1.0"
"2005","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.41829","15.99183","0","64448.65","28770.91","30665.639","269133.66","148829.94","2854.68","115.24","137.593","1.0"
"2006","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.50474","16.03911","0","70719.055","30697.426","36043.38","86144.6","9613.131","6425.03","131.212","152.313","1.0"
"2007","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.59015","16.08567","0","112907.11","62641.02","43239.633","208500.88","52712.105","7136.1","146.844","160.439","0.0"
"2008","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.64534","16.10357","0","130260.05","49388.574","73576.14","270587.47","120679.5","3693.635","164.652","172.277","1.0"
"2009","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.6284","16.05077","0","79856.055","31463.672","42336.11","338952.3","327131.62","3899.613","135.058","127.475","2.0"
"2010","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.72783","16.11312","0","93418.41","39568.49","41473.98","546186.75","529716.1","7044.649","163.508","156.371","2.0"
"2011","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.81697","16.16776","0","166264.72","56415.523","102375.6","623095.9","606505.1","4202.495","189.315","179.933","4.0"
"2012","United States","""Congo, Dem. Rep.""","0","0","0","0","0","8.97627","53.91352","16.22962","0","198991.16","140587.62","47291.81","42262.426","15987.479","4657.533","197.682","185.463","4.0"
"1995","United States","Benin","0","0","0","0","0","8.748652","52.31093","17.36427","0","34025.023","17312.318","15766.038","10852.834","9549.725","1288.278","74.7832","61.2127","0.0"
"1996","United States","Benin","0","0","0","0","0","8.748652","52.38129","17.39276","0","27386.686","14376.456","12020.043","19547.066","14349.69","5176.016","79.941","65.2763","0.0"
"1997","United States","Benin","0","0","0","0","0","8.748652","52.4882","17.45621","0","51595.387","22178.633","27577.602","9053.803","8175.11","874.152","88.1399","71.3905","0.0"
"1998","United States","Benin","0","0","0","0","0","8.748652","52.56557","17.48976","0","43633.285","21808.963","20016.383","4419.292","3301.515","732.264","87.2391","74.9903","0.0"
"1999","United States","Benin","0","0","0","0","0","8.748652","52.66775","17.54802","0","31291.568","15525.111","14357.223","20236.994","19796.088","255.285","88.9859","84.1293","0.0"
"2000","United States","Benin","0","0","0","0","0","8.748652","52.75319","17.58968","0","26393.309","14345.024","9790.579","2689.404","2392.128","41.24","100.0","100.0","0.0"
"2001","United States","Benin","0","0","0","0","0","8.748652","52.82669","17.62026","0","32264.555","11545.652","19004.922","1425.272","906.694","257.399","93.2451","93.6377","0.0"
"2002","United States","Benin","0","0","0","0","0","8.748652","52.88278","17.6344","0","35171.87","10911.61","23507.26","787.546","689.588","20.143","88.6414","95.3093","0.0"
"2003","United States","Benin","0","0","0","0","0","8.748652","52.95652","17.66748","0","30243.844","7904.77","21495.018","682.952","482.648","200.304","92.6914","103.474","0.0"
"2004","United States","Benin","0","0","0","0","0","8.748652","53.02354","17.69372","0","44906.926","9353.021","34403.574","1637.298","557.811","1060.365","104.215","121.153","0.0"
"2005","United States","Benin","0","0","0","0","0","8.748652","53.06428","17.69247","0","70820.14","8014.09","59769.38","572.742","502.915","61.496","115.24","137.593","0.0"
"2006","United States","Benin","0","0","0","0","0","8.748652","53.14433","17.73083","0","115537.36","10310.544","102369.54","633.475","504.514","104.411","131.212","152.313","0.0"
"2007","United States","Benin","0","0","0","0","0","8.748652","53.19819","17.74452","0","289410.56","38671.836","246053.02","5120.94","755.539","4353.687","146.844","160.439","0.0"
"2008","United States","Benin","0","0","0","0","0","8.748652","53.23115","17.73798","0","846232.8","401909.97","435109.4","32832.684","16078.635","105.013","164.652","172.277","0.0"
"2009","United States","Benin","0","0","0","0","0","8.748652","53.21696","17.68524","0","398337.0","106307.96","287131.8","474.194","328.654","119.301","135.058","127.475","0.0"
"2010","United States","Benin","0","0","0","0","0","8.748652","53.27258","17.7008","0","465595.28","18961.975","440818.72","301.185","170.954","120.202","163.508","156.371","0.0"
"2011","United States","Benin","0","0","0","0","0","8.748652","53.33531","17.73093","0","620597.06","46314.73","567727.1","2018.589","286.313","433.189","189.315","179.933","0.0"
"2012","United States","Benin","0","0","0","0","0","8.748652","53.41531","17.77629","0","575048.25","65863.33","502985.47","2752.231","1183.297","1355.071","197.682","185.463","0.0"
"1995","United States","Eritrea","0","0","0","0","0","8.960093","51.60761","17.12089","0","16680.615","3309.752","12717.696","388.54","194.697","181.205","74.7832","61.2127","1.0"
"1996","United States","Eritrea","0","0","0","0","0","8.960093","51.68949","17.14507","0","14024.829","7735.743","5628.983","1775.606","258.813","1516.793","79.941","65.2763","1.0"
"1997","United States","Eritrea","0","0","0","0","0","8.960093","51.77575","17.19066","0","16266.894","4325.516","11365.705","1425.833","1396.581","29.252","88.1399","71.3905","0.0"
"1998","United States","Eritrea","0","0","0","0","0","8.960093","51.96588","17.33795","0","25124.9","15265.609","8758.154","764.801","567.121","175.212","87.2391","74.9903","0.0"
"2000","United States","Eritrea","0","0","0","0","0","8.960093","51.9957","17.28771","0","16603.986","12090.769","1948.761","211.79","40.693","170.671","100.0","100.0","0.0"
"2001","United States","Eritrea","0","0","0","0","0","8.960093","52.02991","17.27871","0","21727.69","14451.008","4976.623","96.088","41.635","39.073","93.2451","93.6377","0.0"
"2002","United States","Eritrea","0","0","0","0","0","8.960093","52.05775","17.25916","0","28786.557","23028.404","4207.955","414.532","73.502","116.7","88.6414","95.3093","0.0"
"2003","United States","Eritrea","0","0","0","0","0","8.960093","52.09335","17.24376","0","87110.734","37911.875","46679.992","259.584","19.175","127.626","92.6914","103.474","0.0"
"2004","United States","Eritrea","0","0","0","0","0","8.960093","52.1018","17.19972","0","54005.74","43581.69","4284.532","481.208","211.413","103.986","104.215","121.153","0.0"
"2005","United States","Eritrea","0","0","0","0","0","8.960093","52.15828","17.21448","0","31058.71","24728.111","4277.343","1341.694","1057.288","71.71","115.24","137.593","0.0"
"2006","United States","Eritrea","0","0","0","0","0","8.960093","52.13882","17.15731","0","8847.564","4995.773","3500.014","895.512","268.784","293.099","131.212","152.313","0.0"
"2007","United States","Eritrea","0","0","0","0","0","8.960093","52.17899","17.1604","0","6112.826","17.37","5794.373","451.234","226.29","51.255","146.844","160.439","0.0"
"2008","United States","Eritrea","0","0","0","0","0","8.960093","52.08641","17.03202","0","14872.461","5677.608","8603.353","138.123","33.724","78.474","164.652","172.277","0.0"
"2009","United States","Eritrea","0","0","0","0","0","8.960093","52.05458","16.96554","0","6735.077","3939.842","2360.257","545.599","37.979","484.269","135.058","127.475","0.0"
"2011","United States","Eritrea","0","0","0","0","0","8.960093","52.22654","17.05003","0","4250.603","77.788","3812.554","149.126","42.456","84.464","189.315","179.933","0.0"
"2012","United States","Eritrea","0","0","0","0","0","8.960093","52.32177","17.10509","0","5855.359","19.18","5392.774","229.45","148.99","75.314","197.682","185.463","0.0"
"1995","United States","Ethiopia","0","0","0","0","1","9.002938","53.61438","16.38153","0","147994.12","64158.867","75976.78","34338.914","31968.166","1505.99","74.7832","61.2127","5.0"
"1996","United States","Ethiopia","0","0","0","0","1","9.002938","53.76461","16.49099","0","147892.17","38117.89","103813.086","36013.28","28365.44","6575.888","79.941","65.2763","0.0"
"1997","United States","Ethiopia","0","0","0","0","1","9.002938","53.85659","16.54316","0","120800.96","19076.771","95744.35","72304.2","69584.85","1756.413","88.1399","71.3905","1.0"
"1998","United States","Ethiopia","0","0","0","0","1","9.002938","53.86032","16.50705","0","88378.7","30304.693","53705.207","54446.105","51632.9","1437.412","87.2391","74.9903","0.0"
"1999","United States","Ethiopia","0","0","0","0","1","9.002938","53.97116","16.57716","0","164655.42","30135.05","130930.195","32039.076","30831.627","652.766","88.9859","84.1293","1.0"
"2000","United States","Ethiopia","0","0","0","0","1","9.002938","54.05156","16.61657","0","165152.8","114704.97","35727.098","30853.979","30287.71","362.512","100.0","100.0","0.0"
"2001","United States","Ethiopia","0","0","0","0","1","9.002938","54.129","16.65369","0","61243.26","26468.844","26428.309","32225.924","30474.713","1080.879","93.2451","93.6377","0.0"
"2002","United States","Ethiopia","0","0","0","0","1","9.002938","54.16409","16.64853","0","60506.316","10767.043","21613.635","28353.545","24798.9","1480.206","88.6414","95.3093","0.0"
"2003","United States","Ethiopia","0","0","0","0","1","9.002938","54.16932","16.61358","0","408976.62","154584.64","242368.64","33637.992","29902.57","2348.283","92.6914","103.474","0.0"
"2004","United States","Ethiopia","0","0","0","0","1","9.002938","54.29232","16.69549","0","459090.8","115242.72","330598.12","45421.438","39381.11","4045.581","104.215","121.153","0.0"
"2005","United States","Ethiopia","0","0","0","0","1","9.002938","54.45816","16.82038","0","514893.97","157085.55","337672.53","66657.555","54081.82","9400.225","115.24","137.593","1.0"
"2006","United States","Ethiopia","0","0","0","0","1","9.002938","54.59461","16.91537","0","137267.92","59479.82","57188.133","85442.734","58842.53","8200.185","131.212","152.313","0.0"
"2007","United States","Ethiopia","0","0","0","0","1","9.002938","54.72635","17.00506","0","167635.25","93269.24","56471.758","93335.37","77755.64","5747.366","146.844","160.439","3.0"
"2008","United States","Ethiopia","0","0","0","0","1","9.002938","54.82559","17.06297","0","301580.9","165263.77","113613.69","158942.95","126567.37","11298.962","164.652","172.277","2.0"
"2009","United States","Ethiopia","0","0","0","0","1","9.002938","54.8726","17.06928","0","275975.3","95596.71","74789.875","119458.375","90887.94","10340.652","135.058","127.475","1.0"
