"year","country1","country2","border","comlang","Currency_union","island","landl","log_dist","log_RGDP","log_RGDP_percap","regional_trade_agreement","total_exports","primary_exports","manfactured_exports","total_imports","primary_imports","manfactured_imports","exp_index","imp_index","trans_terrorism_cj"
"1995","United States","United Kingdom","0","1","0","0","0","8.373431","57.81432","20.5351","0","28826384.0","3010139.2","23710612.0","27663756.0","4482123.0","21332514.0","74.7832","61.2127","2.0"
"1996","United States","United Kingdom","0","1","0","0","0","8.373431","57.8843","20.59073","0","30914902.0","2746628.2","24490362.0","29669192.0","4645597.0","22946282.0","79.941","65.2763","1.0"
"1997","United States","United Kingdom","0","1","0","0","0","8.373431","57.99747","20.68935","0","36433770.0","3097259.8","30730748.0","33475502.0","4150210.8","27115076.0","88.1399","71.3905","0.0"
"1998","United States","United Kingdom","0","1","0","0","0","8.373431","58.08437","20.76138","0","39068590.0","2981612.2","32410556.0","35678548.0","3691093.5","29104788.0","87.2391","74.9903","1.0"
"1999","United States","United Kingdom","0","1","0","0","0","8.373431","58.17025","20.83187","0","38337460.0","2451169.8","33007190.0","40138212.0","4819326.0","31617814.0","88.9859","84.1293","0.0"
"2000","United States","United Kingdom","0","1","0","0","0","8.373431","58.25589","20.90244","0","41578520.0","2544130.5","35938430.0","44530456.0","7119559.0","33418454.0","100.0","100.0","0.0"
"2001","United States","United Kingdom","0","1","0","0","0","8.373431","58.29414","20.92648","0","40796268.0","2728624.5","35472130.0","42347144.0","6338913.0","31858306.0","93.2451","93.6377","0.0"
"2002","United States","United Kingdom","0","1","0","0","0","8.373431","58.33649","20.95551","0","33252404.0","2506066.0","28533002.0","41811572.0","7176944.0","30768962.0","88.6414","95.3093","2.0"
"2003","United States","United Kingdom","0","1","0","0","0","8.373431","58.39619","21.00277","0","33893824.0","2464523.2","28712626.0","43741556.0","8129024.0","32439380.0","92.6914","103.474","0.0"
"2004","United States","United Kingdom","0","1","0","0","0","8.373431","58.46159","21.05378","0","35958444.0","3047136.5","30806252.0","47662416.0","9493019.0","34959784.0","104.215","121.153","0.0"
"2005","United States","United Kingdom","0","1","0","0","0","8.373431","58.51344","21.09046","0","38621400.0","3570955.8","32368764.0","52368744.0","11948557.0","37025696.0","115.24","137.593","0.0"
"2006","United States","United Kingdom","0","1","0","0","0","8.373431","58.56649","21.12803","0","45391800.0","4775558.5","35722656.0","54612972.0","10879664.0","40326936.0","131.212","152.313","3.0"
"2007","United States","United Kingdom","0","1","0","0","0","8.373431","58.61899","21.16398","0","50294384.0","4803416.5","38956080.0","58070296.0","12153727.0","42028484.0","146.844","160.439","1.0"
"2008","United States","United Kingdom","0","1","0","0","0","8.373431","58.59764","21.127","0","53771990.0","5856035.0","40216240.0","59740052.0","12960006.0","42999652.0","164.652","172.277","1.0"
"2009","United States","United Kingdom","0","1","0","0","0","8.373431","58.50033","21.01535","0","45707870.0","4006161.2","27320712.0","48249948.0","9189873.0","35490930.0","135.058","127.475","1.0"
"2010","United States","United Kingdom","0","1","0","0","0","8.373431","58.57324","21.07216","0","48414450.0","4670768.0","29010626.0","50622716.0","11607472.0","35789240.0","163.508","156.371","1.0"
"2011","United States","United Kingdom","0","1","0","0","0","8.373431","58.59077","21.07255","0","55939450.0","6013858.0","31766678.0","52057544.0","11407020.0","37373188.0","189.315","179.933","0.0"
"2012","United States","United Kingdom","0","1","0","0","0","8.373431","58.62095","21.08853","0","54810180.0","6715209.0","31909860.0","55933420.0","11711776.0","39884388.0","197.682","185.463","2.0"
"1995","United States","Austria","0","0","0","0","1","8.544995","56.00939","20.70847","0","2016735.1","62669.438","1852335.1","2034106.5","75694.79","1879051.6","74.7832","61.2127","6.0"
"1996","United States","Austria","0","0","0","0","1","8.544995","56.06891","20.75469","0","2008247.0","69112.78","1836508.1","2268941.2","83555.695","2110027.0","79.941","65.2763","3.0"
"1997","United States","Austria","0","0","0","0","1","8.544995","56.14141","20.81408","0","2073104.1","70707.055","1903412.2","2443261.5","138289.28","2223189.5","88.1399","71.3905","1.0"
"1998","United States","Austria","0","0","0","0","1","8.544995","56.22309","20.88298","0","2506051.5","66804.52","2325209.2","2641472.8","150110.53","2396901.2","87.2391","74.9903","0.0"
"1999","United States","Austria","0","0","0","0","1","8.544995","56.30473","20.95121","0","2587627.0","62094.945","2396795.2","2976416.2","168960.23","2668687.0","88.9859","84.1293","0.0"
"2000","United States","Austria","0","0","0","0","1","8.544995","56.3784","21.01134","0","2553528.2","63890.5","2368061.5","3347877.5","246887.72","2963685.5","100.0","100.0","0.0"
"2001","United States","Austria","0","0","0","0","1","8.544995","56.39361","21.01404","0","2625522.2","64410.477","2434208.8","4111734.2","257713.67","3747924.0","93.2451","93.6377","0.0"
"2002","United States","Austria","0","0","0","0","1","8.544995","56.42392","21.0328","0","2423598.2","52633.156","2275676.2","3925695.8","279282.06","3534084.2","88.6414","95.3093","0.0"
"2003","United States","Austria","0","0","0","0","1","8.544995","56.45949","21.05789","0","1792271.9","56602.055","1657238.1","4594758.5","395223.22","4066683.0","92.6914","103.474","0.0"
"2004","United States","Austria","0","0","0","0","1","8.544995","56.51652","21.10412","0","1957727.0","80082.82","1789890.8","5937948.0","679725.9","5117344.0","104.215","121.153","0.0"
"2005","United States","Austria","0","0","0","0","1","8.544995","56.57512","21.1523","0","2596178.0","120062.234","2371679.8","6275358.0","893927.7","5187269.5","115.24","137.593","0.0"
"2006","United States","Austria","0","0","0","0","1","8.544995","56.63537","21.202","0","2984902.0","111512.07","2745949.5","8486456.0","1150854.2","7130552.5","131.212","152.313","0.0"
"2007","United States","Austria","0","0","0","0","1","8.544995","56.69025","21.24608","0","3161011.8","157873.16","2868911.0","10875271.0","965084.56","9638137.0","146.844","160.439","0.0"
"2008","United States","Austria","0","0","0","0","1","8.544995","56.69648","21.2424","0","2635964.8","177957.44","2338793.2","8436063.0","710017.5","7467347.0","164.652","172.277","4.0"
"2009","United States","Austria","0","0","0","0","1","8.544995","56.60535","21.14207","0","2466033.2","112315.25","2055286.5","6162950.5","605779.7","5326366.0","135.058","127.475","1.0"
"2010","United States","Austria","0","0","0","0","1","8.544995","56.66503","21.19082","0","2334940.0","183054.95","1843471.1","6913980.0","693741.94","6099141.0","163.508","156.371","0.0"
"2011","United States","Austria","0","0","0","0","1","8.544995","56.71347","21.22594","0","2774876.5","235421.25","2210591.2","9524603.0","811082.75","8518459.0","189.315","179.933","0.0"
"2012","United States","Austria","0","0","0","0","1","8.544995","56.74954","21.25187","0","3360437.8","397281.7","2585378.8","9563684.0","907692.3","8495167.0","197.682","185.463","0.0"
"1995","United States","Denmark","0","1","0","0","0","8.447253","55.5645","20.69403","0","1517497.4","271074.62","1183696.1","2032749.2","417667.3","1540735.1","74.7832","61.2127","2.0"
"1996","United States","Denmark","0","1","0","0","0","8.447253","55.63185","20.74413","0","1729688.4","285614.06","1371970.5","2222846.8","427396.0","1607073.2","79.941","65.2763","0.0"
"1997","United States","Denmark","0","1","0","0","0","8.447253","55.71776","20.81394","0","1758469.2","278377.9","1405565.5","2224985.5","409714.34","1710970.4","88.1399","71.3905","0.0"
"1998","United States","Denmark","0","1","0","0","0","8.447253","55.78861","20.86949","0","1874279.6","246318.88","1555455.5","2481713.5","436648.9","1924586.0","87.2391","74.9903","0.0"
"1999","United States","Denmark","0","1","0","0","0","8.447253","55.86134","20.92747","0","1718860.8","189778.33","1454373.2","2932773.0","444605.06","2315606.8","88.9859","84.1293","0.0"
"2000","United States","Denmark","0","1","0","0","0","8.447253","55.94462","20.99634","0","1512759.2","185417.69","1257310.8","3092850.8","600185.94","2339240.5","100.0","100.0","0.0"
"2001","United States","Denmark","0","1","0","0","0","8.447253","55.9566","20.99462","0","1610801.2","175956.4","1323089.0","3524167.0","517198.47","2830246.0","93.2451","93.6377","0.0"
"2002","United States","Denmark","0","1","0","0","0","8.447253","55.97869","21.00369","0","1496173.0","167949.83","1242683.2","3345588.0","514553.06","2593967.2","88.6414","95.3093","0.0"
"2003","United States","Denmark","0","1","0","0","0","8.447253","56.00599","21.01865","0","1547597.9","204281.34","1254863.0","3853648.5","688935.1","3005423.2","92.6914","103.474","0.0"
"2004","United States","Denmark","0","1","0","0","0","8.447253","56.06628","21.06606","0","2146912.5","206247.89","1824638.6","4019515.0","632435.75","3246254.2","104.215","121.153","0.0"
"2005","United States","Denmark","0","1","0","0","0","8.447253","56.12361","21.11069","0","1913307.2","179461.73","1605239.1","5303535.5","586641.3","4493425.0","115.24","137.593","0.0"
"2006","United States","Denmark","0","1","0","0","0","8.447253","56.18761","21.16177","0","2268316.0","332850.0","1821706.6","5707427.0","652625.4","4862291.5","131.212","152.313","0.0"
"2007","United States","Denmark","0","1","0","0","0","8.447253","56.22015","21.18116","0","2927239.2","277847.06","2522378.2","6233085.0","562883.9","5447844.5","146.844","160.439","0.0"
"2008","United States","Denmark","0","1","0","0","0","8.447253","56.20096","21.14971","0","2712143.8","331131.62","2245300.0","6593740.5","583057.75","5702685.5","164.652","172.277","1.0"
"2009","United States","Denmark","0","1","0","0","0","8.447253","56.0841","21.02137","0","2058489.8","213869.55","1588859.5","5699234.0","455784.94","5028967.0","135.058","127.475","0.0"
"2010","United States","Denmark","0","1","0","0","0","8.447253","56.13151","21.05559","0","2125333.0","297225.97","1572243.6","6139651.0","459949.47","5585318.0","163.508","156.371","0.0"
"2011","United States","Denmark","0","1","0","0","0","8.447253","56.17491","21.08499","0","2244715.2","315655.34","1703568.0","6908805.0","534451.0","6229926.0","189.315","179.933","0.0"
"2012","United States","Denmark","0","1","0","0","0","8.447253","56.19873","21.09772","0","2217602.5","269195.7","1646895.9","6893934.5","479357.84","6270571.0","197.682","185.463","0.0"
"1995","United States","France","0","0","0","0","0","8.469217","57.91099","20.60589","0","14802935.0","1417820.5","12441754.0","17777726.0","1880841.8","15096582.0","74.7832","61.2127","3.0"
"1996","United States","France","0","0","0","0","0","8.469217","57.95893","20.63771","0","14836398.0","1363632.9","12577901.0","19202768.0","2068344.2","16215361.0","79.941","65.2763","3.0"
"1997","United States","France","0","0","0","0","0","8.469217","58.027","20.68924","0","16581652.0","1403622.6","14456903.0","21345394.0","2400796.5","17912120.0","88.1399","71.3905","1.0"
"1998","United States","France","0","0","0","0","0","8.469217","58.10983","20.75572","0","18071188.0","1291718.2","16148565.0","24736796.0","2578157.0","21056232.0","87.2391","74.9903","0.0"
"1999","United States","France","0","0","0","0","0","8.469217","58.19304","20.82268","0","19146610.0","1066582.4","17421312.0","26548740.0","2806998.0","22312918.0","88.9859","84.1293","1.0"
"2000","United States","France","0","0","0","0","0","8.469217","58.27277","20.88613","0","20410564.0","1109203.9","18525084.0","30482412.0","3175922.0","25549650.0","100.0","100.0","1.0"
"2001","United States","France","0","0","0","0","0","8.469217","58.29741","20.89492","0","20124698.0","1166764.2","18175290.0","30980360.0","2950733.2","26270672.0","93.2451","93.6377","1.0"
"2002","United States","France","0","0","0","0","0","8.469217","58.32138","20.90371","0","19347062.0","1003741.4","17688220.0","29024412.0","3000254.0","24594546.0","88.6414","95.3093","0.0"
"2003","United States","France","0","0","0","0","0","8.469217","58.35565","20.92373","0","17340102.0","1003062.1","15689314.0","29897478.0","3515504.5","24887964.0","92.6914","103.474","2.0"
"2004","United States","France","0","0","0","0","0","8.469217","58.41787","20.97081","0","21555882.0","1246253.4","19621060.0","32617720.0","4232155.0","26980134.0","104.215","121.153","0.0"
"2005","United States","France","0","0","0","0","0","8.469217","58.46827","21.00599","0","22538004.0","1352808.9","20414576.0","34771520.0","5264974.5","28009726.0","115.24","137.593","0.0"
"2006","United States","France","0","0","0","0","0","8.469217","58.52002","21.04214","0","24385840.0","1615470.4","21919628.0","38082576.0","6186145.0","30258466.0","131.212","152.313","2.0"
"2007","United States","France","0","0","0","0","0","8.469217","58.56075","21.0668","0","27819120.0","2249695.5","24466822.0","42492268.0","6718116.0","34072784.0","146.844","160.439","2.0"
"2008","United States","France","0","0","0","0","0","8.469217","58.55054","21.04148","0","29948924.0","3439615.0","25284444.0","44886710.0","8031794.5","34819224.0","164.652","172.277","1.0"
"2009","United States","France","0","0","0","0","0","8.469217","58.4718","20.94848","0","27043698.0","2516514.0","14916007.0","34582356.0","4842439.0","27343224.0","135.058","127.475","0.0"
"2010","United States","France","0","0","0","0","0","8.469217","58.5207","20.98154","0","27771042.0","3071356.2","16056172.0","39178550.0","5303810.5","31418610.0","163.508","156.371","0.0"
"2011","United States","France","0","0","0","0","0","8.469217","58.56691","21.01797","0","28845746.0","4606511.0","15844438.0","40738444.0","6609924.0","31864190.0","189.315","179.933","1.0"
"2012","United States","France","0","0","0","0","0","8.469217","58.59446","21.03311","0","31953996.0","5828925.0","16758047.0","42488404.0","6935970.0","32883264.0","197.682","185.463","1.0"
"1995","United States","Germany","0","0","0","0","0","8.482822","58.29632","20.67827","0","22370010.0","2375178.0","19001964.0","38041610.0","1579855.9","34985024.0","74.7832","61.2127","135.0"
"1996","United States","Germany","0","0","0","0","0","8.482822","58.34266","20.71007","0","23468776.0","2447760.0","20027346.0","39989230.0","1685647.4","36575750.0","79.941","65.2763","40.0"
"1997","United States","Germany","0","0","0","0","0","8.482822","58.4078","20.76175","0","24459616.0","2434030.5","20934236.0","44191160.0","1793679.4","40454744.0","88.1399","71.3905","8.0"
"1998","United States","Germany","0","0","0","0","0","8.482822","58.4728","20.8149","0","26633982.0","2294366.5","23352216.0","51281904.0","1955682.8","46966140.0","87.2391","74.9903","3.0"
"1999","United States","Germany","0","0","0","0","0","8.482822","58.54094","20.87093","0","26786596.0","1955220.9","23828286.0","56605936.0","2023680.1","51823784.0","88.9859","84.1293","2.0"
"2000","United States","Germany","0","0","0","0","0","8.482822","58.61249","20.92999","0","29241510.0","2169248.2","25922938.0","60161028.0","2632134.0","54735190.0","100.0","100.0","1.0"
"2001","United States","Germany","0","0","0","0","0","8.482822","58.63233","20.93791","0","30113158.0","2213343.2","26766980.0","60490610.0","2523906.8","55085604.0","93.2451","93.6377","2.0"
"2002","United States","Germany","0","0","0","0","0","8.482822","58.64529","20.9397","0","26627666.0","2145972.5","23401188.0","63879820.0","2674818.2","57946784.0","88.6414","95.3093","1.0"
"2003","United States","Germany","0","0","0","0","0","8.482822","58.66734","20.95246","0","28845854.0","2206439.2","25553986.0","69613220.0","2939894.0","63634416.0","92.6914","103.474","1.0"
"2004","United States","Germany","0","0","0","0","0","8.482822","58.7144","20.99041","0","31376590.0","2534806.0","27824556.0","79110070.0","3981152.0","71865816.0","104.215","121.153","0.0"
"2005","United States","Germany","0","0","0","0","0","8.482822","58.75219","21.01958","0","34141150.0","2652762.5","30343136.0","86933950.0","5546543.5","78045870.0","115.24","137.593","1.0"
"2006","United States","Germany","0","0","0","0","0","8.482822","58.81709","21.07605","0","41313148.0","3481941.8","36398470.0","91215230.0","6317009.5","81093970.0","131.212","152.313","3.0"
"2007","United States","Germany","0","0","0","0","0","8.482822","58.86868","21.11902","0","49611212.0","4173357.5","43769036.0","96631590.0","6853384.0","85748780.0","146.844","160.439","1.0"
"2008","United States","Germany","0","0","0","0","0","8.482822","58.87049","21.11369","0","54672136.0","5294818.5","47450210.0","99758480.0","6665122.0","89278940.0","164.652","172.277","2.0"
"2009","United States","Germany","0","0","0","0","0","8.482822","58.76447","21.00184","0","43220924.0","3372788.8","33187898.0","72632760.0","3712462.8","65721424.0","135.058","127.475","1.0"
"2010","United States","Germany","0","0","0","0","0","8.482822","58.83764","21.06692","0","48040816.0","4946713.0","35628680.0","84362260.0","4174935.8","77293580.0","163.508","156.371","0.0"
"2011","United States","Germany","0","0","0","0","0","8.482822","58.89838","21.12088","0","48779200.0","5921550.5","35546636.0","100392800.0","5345436.0","91723256.0","189.315","179.933","1.0"
"2012","United States","Germany","0","0","0","0","0","8.482822","58.93265","21.16474","0","48354852.0","5912255.5","35308856.0","110602810.0","4850720.5","102177220.0","197.682","185.463","2.0"
"1995","United States","Italy","0","0","0","0","0","8.579779","57.8568","20.59303","0","8867739.0","2182323.0","6439857.0","17304712.0","1489729.2","15349200.0","74.7832","61.2127","1.0"
"1996","United States","Italy","0","0","0","0","0","8.579779","57.90915","20.63181","0","8791158.0","2072620.9","6465986.0","19000968.0","1739027.1","16786852.0","79.941","65.2763","2.0"
"1997","United States","Italy","0","0","0","0","0","8.579779","57.97607","20.68521","0","8982002.0","2040138.8","6676695.0","20182278.0","1850584.1","17878016.0","88.1399","71.3905","3.0"
"1998","United States","Italy","0","0","0","0","0","8.579779","58.03532","20.73147","0","9036585.0","1940634.4","6802114.5","21913512.0","1851343.2","19482864.0","87.2391","74.9903","0.0"
"1999","United States","Italy","0","0","0","0","0","8.579779","58.10204","20.78518","0","10103929.0","1617744.5","8142748.5","23344676.0","1908416.0","20637748.0","88.9859","84.1293","1.0"
"2000","United States","Italy","0","0","0","0","0","8.579779","58.18243","20.85217","0","10999545.0","1893989.0","8771954.0","26198702.0","2593500.5","22817858.0","100.0","100.0","0.0"
"2001","United States","Italy","0","0","0","0","0","8.579779","58.20792","20.86487","0","9915752.0","1914079.8","7676523.5","24950544.0","2631402.5","21570724.0","93.2451","93.6377","2.0"
"2002","United States","Italy","0","0","0","0","0","8.579779","58.22962","20.87455","0","10088886.0","1717965.0","8019848.5","25414530.0","2747516.8","21831032.0","88.6414","95.3093","0.0"
"2003","United States","Italy","0","0","0","0","0","8.579779","58.25572","20.88747","0","10569652.0","1727092.0","8498806.0","26653614.0","3180786.5","22711214.0","92.6914","103.474","3.0"
"2004","United States","Italy","0","0","0","0","0","8.579779","58.30972","20.92566","0","10710769.0","1943733.9","8428855.0","29405696.0","3704042.0","24918798.0","104.215","121.153","1.0"
"2005","United States","Italy","0","0","0","0","0","8.579779","58.3498","20.95108","0","11512228.0","2316924.8","8771670.0","32416700.0","4513933.0","26996428.0","115.24","137.593","0.0"
"2006","United States","Italy","0","0","0","0","0","8.579779","58.40094","20.98869","0","12566238.0","2918686.2","9205906.0","34100164.0","5309795.0","27827488.0","131.212","152.313","0.0"
"2007","United States","Italy","0","0","0","0","0","8.579779","58.43481","21.00665","0","14141169.0","3639980.2","10008368.0","36466828.0","5903288.5","29493218.0","146.844","160.439","0.0"
"2008","United States","Italy","0","0","0","0","0","8.579779","58.41335","20.9682","0","15478024.0","4207556.0","10759930.0","37492844.0","6617634.0","29853304.0","164.652","172.277","1.0"
"2009","United States","Italy","0","0","0","0","0","8.579779","58.30642","20.84653","0","12232372.0","2851087.0","8085739.0","27275830.0","4601630.5","21839004.0","135.058","127.475","1.0"
"2010","United States","Italy","0","0","0","0","0","8.579779","58.35863","20.88354","0","14191222.0","3746450.2","9168586.0","29420410.0","5253243.0","23362298.0","163.508","156.371","3.0"
"2011","United States","Italy","0","0","0","0","0","8.579779","58.38916","20.90962","0","15991285.0","4635459.0","10194873.0","35082624.0","6589827.5","27673228.0","189.315","179.933","0.0"
"2012","United States","Italy","0","0","0","0","0","8.579779","58.39261","20.90305","0","15971597.0","3871413.8","10845818.0","38143988.0","6578928.5","30696944.0","197.682","185.463","0.0"
"1995","United States","Netherlands","0","0","0","0","0","8.446342","56.66645","20.71269","0","16557324.0","3474999.2","12704052.0","6768942.5","1603501.8","4532680.5","74.7832","61.2127","5.0"
"1996","United States","Netherlands","0","0","0","0","0","8.446342","56.74122","20.77139","0","16614039.0","3283315.2","12976218.0","7011811.5","1670858.8","4667619.0","79.941","65.2763","6.0"
"1997","United States","Netherlands","0","0","0","0","0","8.446342","56.83328","20.84653","0","19821196.0","3153344.8","16305925.0","7683047.5","1969514.5","4885074.0","88.1399","71.3905","3.0"
"1998","United States","Netherlands","0","0","0","0","0","8.446342","56.92029","20.91578","0","19003638.0","2558448.8","16082156.0","8008621.5","1989877.5","5107410.5","87.2391","74.9903","0.0"
"1999","United States","Netherlands","0","0","0","0","0","8.446342","57.01616","20.99365","0","19411474.0","2376365.8","16669886.0","8876730.0","2049250.0","5685180.0","88.9859","84.1293","0.0"
"2000","United States","Netherlands","0","0","0","0","0","8.446342","57.09725","21.0569","0","21972916.0","2476553.0","19076592.0","10163323.0","2506024.5","6633537.5","100.0","100.0","0.0"
"2001","United States","Netherlands","0","0","0","0","0","8.446342","57.12294","21.06547","0","19524472.0","2367661.2","16764818.0","9953602.0","2617159.0","6208223.0","93.2451","93.6377","0.0"
"2002","United States","Netherlands","0","0","0","0","0","8.446342","57.13808","21.06455","0","18334260.0","1939020.8","16063896.0","10306802.0","2867244.8","6369442.5","88.6414","95.3093","0.0"
"2003","United States","Netherlands","0","0","0","0","0","8.446342","57.16622","21.07775","0","20694816.0","1929809.9","18419508.0","11435305.0","3443931.0","6642084.0","92.6914","103.474","0.0"
"2004","United States","Netherlands","0","0","0","0","0","8.446342","57.2249","21.12126","0","24286104.0","2441279.5","21442532.0","13173711.0","4432635.0","7305960.5","104.215","121.153","0.0"
"2005","United States","Netherlands","0","0","0","0","0","8.446342","57.27752","21.15924","0","26495636.0","2841407.8","23189282.0","15502607.0","6109477.0","7609524.5","115.24","137.593","0.0"
"2006","United States","Netherlands","0","0","0","0","0","8.446342","57.33819","21.20524","0","31101732.0","4646444.0","25927606.0","18068286.0","7730472.5","8656578.0","131.212","152.313","0.0"
"2007","United States","Netherlands","0","0","0","0","0","8.446342","57.39397","21.24628","0","32985940.0","4947836.0","27482938.0","19133966.0","6720321.0","10007544.0","146.844","160.439","0.0"
"2008","United States","Netherlands","0","0","0","0","0","8.446342","57.4029","21.2415","0","40220700.0","8886313.0","30602934.0","21813288.0","8715658.0","9451507.0","164.652","172.277","1.0"
"2009","United States","Netherlands","0","0","0","0","0","8.446342","57.31665","21.14239","0","32346736.0","7191721.0","22388334.0","16573999.0","5482304.5","7235352.5","135.058","127.475","0.0"
"2010","United States","Netherlands","0","0","0","0","0","8.446342","57.36925","21.18054","0","34996604.0","8313379.0","23979262.0","19569510.0","5903304.0","8856390.0","163.508","156.371","0.0"
"2011","United States","Netherlands","0","0","0","0","0","8.446342","57.40154","21.20184","0","42825730.0","14930755.0","25037660.0","24086692.0","7620953.5","11179254.0","189.315","179.933","0.0"
"2012","United States","Netherlands","0","0","0","0","0","8.446342","57.4164","21.20568","0","40678852.0","14523580.0","23889258.0","22935726.0","7751431.0","11694160.0","197.682","185.463","0.0"
"1995","United States","Norway","0","0","0","0","0","8.395908","55.66471","20.97688","0","1294280.6","189643.86","1015425.5","3251090.2","2244322.2","939601.75","74.7832","61.2127","0.0"
"1996","United States","Norway","0","0","0","0","0","8.395908","55.75984","21.05531","0","1559042.1","212804.9","1254669.5","4057952.5","2886694.5","1074751.6","79.941","65.2763","0.0"
"1997","United States","Norway","0","0","0","0","0","8.395908","55.87244","21.15034","0","1721431.9","157977.4","1471794.0","3924619.5","2703819.5","1161000.0","88.1399","71.3905","0.0"
"1998","United States","Norway","0","0","0","0","0","8.395908","55.94957","21.20967","0","1710422.1","157358.48","1453572.1","3038121.8","1772076.6","1204805.2","87.2391","74.9903","0.0"
"1999","United States","Norway","0","0","0","0","0","8.395908","56.01347","21.25519","0","1440250.2","152056.36","1203196.2","4240478.5","2825524.8","1314004.0","88.9859","84.1293","0.0"
"2000","United States","Norway","0","0","0","0","0","8.395908","56.08633","21.3104","0","1544078.2","129789.914","1329273.1","5959728.0","4623226.0","1243903.6","100.0","100.0","0.0"
"2001","United States","Norway","0","0","0","0","0","8.395908","56.10883","21.31758","0","1839141.4","152591.66","1603599.5","5471999.0","4032755.8","1355140.1","93.2451","93.6377","0.0"
"2002","United States","Norway","0","0","0","0","0","8.395908","56.13706","21.33181","0","1407407.4","148758.64","1179029.4","6075069.0","4622740.0","1361938.5","88.6414","95.3093","0.0"
"2003","United States","Norway","0","0","0","0","0","8.395908","56.16913","21.35079","0","1470330.8","150322.53","1230073.2","5469684.0","4018673.2","1340347.9","92.6914","103.474","1.0"
"2004","United States","Norway","0","0","0","0","0","8.395908","56.24734","21.41548","0","1604518.1","208803.83","1293097.5","6856719.5","5186384.5","1587567.2","104.215","121.153","0.0"
"2005","United States","Norway","0","0","0","0","0","8.395908","56.30748","21.46239","0","1934574.2","196596.05","1625439.2","7112034.5","5448505.0","1584861.6","115.24","137.593","0.0"
"2006","United States","Norway","0","0","0","0","0","8.395908","56.36237","21.50386","0","2400865.2","207194.83","2043632.4","7380261.5","5190686.5","2074713.8","131.212","152.313","0.0"
"2007","United States","Norway","0","0","0","0","0","8.395908","56.40805","21.53589","0","3053271.2","279697.4","2604980.0","7589707.0","4958056.0","2523230.0","146.844","160.439","0.0"
"2008","United States","Norway","0","0","0","0","0","8.395908","56.39828","21.51333","0","3402281.2","314964.0","2905385.2","7603973.5","4574520.0","2912719.5","164.652","172.277","1.0"
"2009","United States","Norway","0","0","0","0","0","8.395908","56.33023","21.43321","0","2752927.0","186080.92","1919417.9","5889632.5","3612740.0","2169011.0","135.058","127.475","0.0"
"2010","United States","Norway","0","0","0","0","0","8.395908","56.37053","21.45967","0","3107182.5","215663.17","1936469.2","7194647.5","4546632.0","2518072.5","163.508","156.371","0.0"
"2011","United States","Norway","0","0","0","0","0","8.395908","56.41004","21.46286","0","3631507.5","389321.44","2172549.0","8562664.0","6125689.0","2360158.8","189.315","179.933","0.0"
"2012","United States","Norway","0","0","0","0","0","8.395908","56.466","21.49836","0","3508040.2","402285.3","2205718.8","6754396.0","4519118.0","2105297.0","197.682","185.463","0.0"
"1995","United States","Sweden","0","0","0","0","0","8.425399","55.97311","20.57399","0","3076592.2","320945.7","2526925.8","6467295.0","402798.94","5778404.0","74.7832","61.2127","1.0"
"1996","United States","Sweden","0","0","0","0","0","8.425399","56.02717","20.61479","0","3428596.2","304425.3","2903656.5","7375387.5","394759.44","6639688.5","79.941","65.2763","0.0"
"1997","United States","Sweden","0","0","0","0","0","8.425399","56.09701","20.67203","0","3315679.8","303811.88","2807863.5","7532536.0","594699.6","6588212.0","88.1399","71.3905","2.0"
"1998","United States","Sweden","0","0","0","0","0","8.425399","56.18221","20.74497","0","3819377.5","294476.06","3297496.2","8072620.0","543859.94","7149283.5","87.2391","74.9903","0.0"
"1999","United States","Sweden","0","0","0","0","0","8.425399","56.27586","20.82633","0","4238555.0","258715.23","3746566.2","8344375.0","594480.0","7407427.5","88.9859","84.1293","0.0"
"2000","United States","Sweden","0","0","0","0","0","8.425399","56.35927","20.89704","0","4556880.5","262207.84","4052012.2","9903663.0","917047.3","8520462.0","100.0","100.0","0.0"
"2001","United States","Sweden","0","0","0","0","0","8.425399","56.37881","20.90449","0","3547838.8","281092.2","3030224.0","9128093.0","937875.06","7698468.5","93.2451","93.6377","0.0"
"2002","United States","Sweden","0","0","0","0","0","8.425399","56.41941","20.93399","0","3154153.8","260430.03","2704190.0","9551767.0","930172.1","8190196.5","88.6414","95.3093","0.0"
"2003","United States","Sweden","0","0","0","0","0","8.425399","56.46743","20.97148","0","3224885.8","260470.72","2774955.8","11449964.0","1053595.8","9956384.0","92.6914","103.474","0.0"
"2004","United States","Sweden","0","0","0","0","0","8.425399","56.54493","21.03787","0","3265149.8","280917.47","2792099.5","13096896.0","1585244.9","11083083.0","104.215","121.153","0.0"
"2005","United States","Sweden","0","0","0","0","0","8.425399","56.60771","21.08974","0","3709425.2","381623.5","3101807.0","14228271.0","1694570.8","12044014.0","115.24","137.593","1.0"
"2006","United States","Sweden","0","0","0","0","0","8.425399","56.67668","21.14751","0","4125920.2","416898.78","3479804.2","14229885.0","1927566.1","11849872.0","131.212","152.313","0.0"
"2007","United States","Sweden","0","0","0","0","0","8.425399","56.72686","21.18614","0","4493965.0","430137.12","3824881.5","13400942.0","1567204.2","11395390.0","146.844","160.439","0.0"
"2008","United States","Sweden","0","0","0","0","0","8.425399","56.7114","21.15986","0","5084211.0","672052.4","4139456.5","12836537.0","1725444.8","10660615.0","164.652","172.277","1.0"
